ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph_normal,Hardness_normal,Sulfate_normal,Chloramines_normal,ph_squared,Hardness_squared,Solids_squared,Chloramines_squared,Sulfate_squared,ph_Hardness,ph_Chloramines,Hardness_Solids,Solids_Sulfate,Chloramines_Sulfate,Sulfate_div_Hardness,Solids_div_Conductivity,Organic_div_Chloramines,ph_deviation,Hardness_deviation,mineralization,treatment_score,purity_score,Sulfate_minus_Hardness,Chloramines_minus_pH,normal_count,log_Solids,log_Sulfate,Potability
-1.6554110483437023,-1.2012872263459264,-0.8570342335903853,1.4765228264513932,-0.24573455705986744,0.7075029861714256,-1.9461539543261948,-0.7256802455174367,0.545684386042827,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-1.454825829383232,-1.156805279632791,-0.7822961945944092,1.584044870435756,-0.2975572150171484,-1.7258998541979487,-0.4631758952589608,-1.0850037825326528,-0.8907781799001926,1.1460741263203673,0.7447035013441164,-0.9722172553444144,-1.4556951599631687,1.7202694357334185,-1.2132427861534771,-0.8633955894289501,-0.5752186092132885,-1.7755677377705412,0.584632141110077,2.176660752504432,-1.0526797843060256,-0.7363205377035591,-0.18567680289705188,0
-0.7565637456793549,-0.31320378524619064,0.6789321024296116,-0.22788747613028668,-0.12368351060094601,0.0223644605435112,1.9127075687765946,0.2755109718187139,-1.0437515273446878,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.7946780420036698,-0.38716579148706354,0.49022910490864136,-0.327899214396249,-0.17848101835606486,-0.7386740429458944,-0.6581911524091907,0.47551015732540447,0.6630072280944596,-0.2560685035260291,0.026839944324316016,0.4921147062607793,1.019522827287815,0.3684925861700793,-0.3182856580274719,0.6778563998634342,0.25123342652519326,1.6284299654943812,0.10962499086966841,0.35389534001794176,-1.0526797843060256,0.7319844828774346,-0.06460490319293759,1
-0.13673665927588755,-1.3990435646944914,-0.6531311561128553,-0.8875340873081354,1.1008112154476914,-0.9569156373049145,-0.7887785737169144,0.5720086494838201,1.249509996826134,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.2395603276937646,-1.3101291622407514,-0.6603018989260292,-0.8980281770843033,1.1086792536816414,-0.9243942485287017,-0.7080003597991891,-0.9921465089905966,-0.40931496535753453,-0.3865572005282432,1.7553402380380059,-0.2919138380870245,-0.10291680090122445,-0.5636656387574578,-1.4125297410121145,-0.6543068973553156,0.48069013795106724,-0.48330181983184156,1.676715130280383,-0.5369259298427704,0.7714082017269023,-0.4756094797876992,1.0645942030425348,0
-1.08858865777244,-1.5916915858061786,-0.2301159325535379,-0.7885997200705958,-0.21764678609551802,0.0011279993575997924,2.4675371590268527,-0.8385143681726894,-1.3655734971099223,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-1.0585016375429985,-1.4531677210617695,-0.36138611045981284,-0.8185613583501337,-0.27030212854895586,-1.5628861659408717,-1.1858217762035206,-0.7631852315117105,-0.2673243128441355,-0.7758519254761953,1.2042003110199682,-0.27375294488900026,1.8791024416657285,0.8678249959301578,-1.6066688407117686,-0.23724463155312686,-0.9109622316158464,2.096418241431607,0.8521360020261322,0.1821180084019118,-1.0526797843060256,-0.01654639115908539,-0.15766388251782262,0
1.889059430964386,0.19529987895669118,-1.3578381537014272,-0.1596025826655817,0.08167318952255605,-1.1709207995560018,2.9060265003534984,0.3409557451397326,0.9298816007039978,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,2.1434975074523255,0.11323955051469967,-1.020937937299837,-0.2634674191217605,0.025642721889484188,1.5857314122564792,1.1581080164523652,-1.2065551347590096,-1.3409886119711294,-0.10839993156909854,-0.2309855011722294,-0.9653951047657898,1.4995081538252835,1.2008818760465185,0.19415377941211562,-1.358014769557917,0.3229976855945037,3.052279753669622,-0.06509065241093435,-1.4009377458514847,-1.0526797843060256,-1.5483543732949647,0.13535652370345846,0
1.1424786810397118,-0.2676049392045925,-1.5980470511438136,-0.4909503368599766,-0.3425653703223535,-0.5255167742341709,0.7267007719460522,0.723555517113087,-0.6283216344388888,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,1.1639033765790112,-0.3440681916250754,-1.1046423883348566,-0.5666251506468278,-0.3908387342153262,0.6571405723874763,0.36132160026524496,-1.4983050591294118,-1.6289597837369414,-0.5709130269307998,-0.1103571373223337,-1.359173990359398,0.5527624024207529,0.07809876139920618,-0.2723338809639183,-1.6019963123137282,0.67041408793397,0.5654289542648222,-0.0764170886356194,-1.1273014248239923,-1.0526797843060256,-2.0775599049221807,-0.28295095857200914,0
-0.18078124955967032,-0.4302457130529539,0.4168867179084331,-0.12305832052735557,0.4799559001380883,-0.08913899144362426,-0.7534964086525839,0.3158914701701616,0.37021265498821315,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.28169793479952643,-0.49618679138071736,0.2154411343844009,-0.22856801096649912,0.4350233127466287,-0.39302932801503815,-0.20560366143705364,0.19483529676682704,0.601308828373068,0.09721954797896251,0.40980238201636654,0.32171358087010055,-0.48125008300411526,-0.4974269602659754,-0.43623347996924866,0.4177010252693265,0.30170321136272893,-0.6509222251675296,0.617178369683695,0.03585584697292399,0.7714082017269023,0.5409172260246373,0.5104755922555991,1
0.7067071676950574,-0.5789992258601845,-0.9885651072229733,-0.2887061874735656,0.4099020661537269,0.2954267169616215,1.9022574304860587,1.1776546596433481,-0.5478146496585402,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,0.6468014741984122,-0.6314212627169862,-0.8533663016954804,-0.384430972166949,0.36172737160876384,0.12769948932074082,0.2581131072384379,-1.0364300147082985,-0.9082722565047413,-0.08529534782693213,0.5018714142504285,-0.9886529694496665,1.0626815212925171,-0.5772582071230189,-0.5861383317653347,-0.9899126136011894,1.141550470472824,1.732200571376659,0.6611224634478297,-0.6866815221466611,0.7714082017269023,-0.9224308048701898,0.44566388441020427,0
0.2601265416377462,0.8725035991933092,-0.6487225113903278,0.6789735667044782,0.4205408448319474,-1.18986865252026,-0.36592991093600297,-0.3948274156474818,-1.3362215765487244,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,0.15868902871533777,0.8471827933666878,-0.6575055255584625,0.6106131934821156,0.37282304999319027,0.7389127133469685,0.6999939151714873,-0.3405220753329052,-0.5466241837203898,0.8083601460996673,-0.48860725869912985,-0.1795887898928292,-0.6008185726796907,-1.1605083792857522,0.8765989963488271,-0.6442493710056212,-0.32524371315308465,-0.6645315237559355,-0.2508262552337191,0.30474760225478964,0.7714082017269023,-0.4702986121472537,0.45553788922459015,0
-1.0766596475035166,1.0542445872653896,-0.7925579799886755,1.298523309755487,2.0110890014567935,0.27229979494057155,-1.0555130379510564,-0.05528354499608632,-0.1209251366994195,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-1.0494281821722569,1.0572784752807864,-0.7452738265417758,1.3547808787460147,2.1745709088774987,-0.33924946887918717,-0.02749437749120366,-0.4442776965816815,-0.3922117851122805,2.2930118489254645,0.025152429991513296,-0.8243050290510705,-1.0686780942394234,0.8498849521964384,1.0597466435410297,-0.7807540290324959,0.0732776485283284,-1.0588035546174743,0.7760188709563122,1.655795803085848,-1.0526797843060256,-0.6505106515928589,1.817790143251404,1
-1.5134520728876046,0.12174746175196559,2.9443018222455875,1.2887130420755022,0.1602876208852739,-1.4487123522173067,1.3463889446837596,-0.17405689959973,-0.040406566142787086,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-1.3619680930757856,0.03816820428273213,3.8551685409942773,1.3423458819950351,0.10503769556312628,-1.1057484405940752,-0.42322980593153303,2.8125261731286555,3.0968469053659375,1.2191288522918162,-0.14848032452870996,4.171985069497876,-0.09809999575938055,1.5067772707789644,0.12003207302521049,2.94817405984601,-0.045697782937284756,1.3058496486163444,0.03795162866277257,1.9465578715355887,-1.0526797843060256,1.925525186318937,0.21069857312878418,0
-0.2852975325869891,-0.11462781872448422,1.6170125798037673,-1.370268532980164,-1.5081010538375719,-1.329645958930609,0.14030662712876818,0.9175671492878945,-0.7924624762877807,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.38004127418480554,-0.19692779739604943,1.668474466275538,-1.25519295746231,-1.4311002763057317,-0.2892377835824148,-1.1161066775004174,1.4178862612306686,0.9513731217091359,-1.6760138854996962,-0.7533366991794682,2.4709142440339438,0.937175778815849,-0.3402448767463924,-0.1181727311463662,1.6116521296197586,0.776357762909848,-0.045077079907459336,-1.0101685312769544,-0.7783938789205369,0.7714082017269023,1.305885229305695,-1.5486703895604224,1
-0.5680839561358666,-0.8852108423485464,-0.08894257075271046,-0.3450156267870115,-1.2849770996914238,-0.20402032680619664,0.2930415377238974,0.5780911739450413,-1.8832002353081359,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.634503003842035,-0.898088106211815,-0.2478648092117651,-0.43605300084007964,-1.2437559898011696,-0.9038861471153451,-0.6074707137732244,-0.40531124942283586,-0.4194255795676356,-0.8371205192076914,-0.1146153835742407,-0.07115562418831814,0.20688569908444132,0.08503774866849743,-0.894719998992333,-0.0978328517846761,0.5402967649151756,-0.14656516973300837,-0.36177319056153284,0.14226518751547723,-1.0526797843060256,0.1176427309035458,-1.2916024412460345,1
-0.05498638433569159,-0.3939451976416465,0.12875325961865935,-0.4015750173075134,-0.295369193172,0.5369823283690798,0.5329970304004181,-0.02707257148807061,1.0280208496800718,0.9662190930598288,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-0.1602582457659227,-0.46262043965969785,-0.05930931276969745,-0.48720891818282996,-0.3455039477383708,-0.2832545658444251,-0.3178782844552536,-0.03574240562900033,0.06343902335982297,-0.47629255093262046,0.00489682817910408,-0.17127234640965536,0.3788893245117544,-0.6866099128093781,-0.39965200178993765,0.12613161953905222,-0.06654573719647741,0.7568887087669585,0.037510723482823624,-0.24762902869609812,0.7714082017269023,0.30981543566600195,-0.23540204199051898,0
1.8919338435025974,1.2758529543400685,-1.275177261734304,-0.6494999701621516,0.46010057309056596,-0.2637606883521086,-0.23405317590686095,-0.43892336970884327,0.9467401925056487,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,2.147497655165611,1.3209783136492517,-0.9875214990784297,-0.7032265472391867,0.414193154552164,2.4960134581811153,0.6662453504040927,-0.9248173042982433,-1.204475826716611,-0.3972233636890993,-0.6792120848970262,-1.1124361280926032,0.09211066832474313,1.2052047063133848,1.2830702397115101,-1.2695992692820484,-0.5002165322925776,-0.01103667388605095,-0.4779615938527868,-1.7507127716890654,-1.0526797843060256,-1.3920555117804667,0.49215529405780356,0
-2.0738085550522234,0.9444900895004725,0.25160240151905494,-0.08434633434214955,-0.465341365475974,-1.6800034068399592,1.535997075251346,-0.2924781694325192,0.79120629512727,-1.034961953435627,-0.12763893994963393,-0.1336825264236799,-0.16446341959758434,-1.7036264486622075,0.9297359910998482,0.05432497332014326,-0.19128115971587842,-0.5076016467667781,-1.2655192666100479,-1.4710706098257156,0.6389115073126053,0.13051795186602538,-0.28182370932266104,-0.8717551835821217,1.2156010719352237,0.7105041789804972,2.3494976281161715,0.949142655702942,0.253404863635305,-0.2989182635029237,1.6821810736865597,-0.9324805083928944,1.3536686665271838,-1.0526797843060256,0.41131630588306806,-0.407882916039558,0
